date,headline,url,keyword,source
2015-12-02,Exclusive: Barclays' boss wants Blythe Masters to run investment bank - source,https://news.google.com/rss/articles/CBMiygFBVV95cUxOcDdNbUp0dW9LVkszbzhTVnFIWnlTNlVmdThJV0EwdkhOalRIcTk3R2ljMTRpSlZhRVloRER3bExCMDl5WmVXSkVHSy1HLUJsSlpHV3AwbjB5b3ZOM3FSU2F6QmlXSXNuR1ZHdkhPZzRVRl80Y0tXQ1Z1WWRWT0xWTDlWUGctVXhTeDIyVFNCVms0SnU3ODNzbmtNaF9KUzhkMG5ZdU5DNzZWU3FBczFCRG1ObWNuN0YyN3NodjFuSHNteHdhdS1MVGd3?oc=5,brent,Reuters
2015-11-23,India's cenbank says repo bids rise to 218.56 bln rupees,https://news.google.com/rss/articles/CBMirgFBVV95cUxPeGR4NUVBVFBNY1VsdmdxXzBmd2VZNDNDTEtObnFjeVdSMnQ3VFBzWXNCTHVXZzFGV0laMmU1ZGs5VFVIejdFWEtCSzNFYXJGNGU4elpyUGdGbTZscEFXZ3d5NTNnamx0dFEwMHltelR6U0tGWUstQ0haV0NZajRQLVpzR0loUVpzQVFaZEh0UW1pMW5LV0lGRkk1dXBNTkJGdUQ0LWVnTG1nMG5yV0E?oc=5,brent,Reuters
2015-11-22,'Hunger Games: Mockingjay - Part 2' debuts to franchise-low $101 million,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQbndUTC1nb3VkRFBzWmlLV0d4TEVNZ3I5cGpvTXVaUUxVYnMyMGNkZllkQjRlTm41QlZEdVRyTk1tUnFGTjBaWF9wV0IzZHJ5SzNOZ2VxOEFGM295WFgzN1ZKVWVuT2RnYTd6RzJ5TjRTRUJ6dEgtTWpqNU1makdDdkd4elNJSFVqd05wNXhERlNoZzdneXRQR2FoeGFpckZ2RnhtdFloY3ZHQnAzOG9GTlI4THo2bnJfSEpsOXhKYkU?oc=5,brent,Reuters
2015-11-19,Thyssenkrupp sees Q1 adjusted EBIT down slightly y/y,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQTkx4LWlNcnZra2QtMWhuYzFtemhQUHY1VzB0WjEtMGNHblFVTDJjTlFIMm5pUTAwdDFfTGZMZkYxbTV6YXFzOGxzRWV5YUNiRHZfbThlTEVxRldiaWl5ZngxQ2dINTdHYklTLWxqV2F6T0ZyNVBBZ0pxX1VWQzFVdkY0VVRtQnprRVBZUnZYQlpfRzZvTmdGWVVpNTVlcmJwczFScXdOREdyT0ZrZDVVZVVTaHJfR0NxeDJqLXlBNkwxdlpfRlRHM3dMc3FGdEZoaHBr?oc=5,brent,Reuters
2015-11-12,Those who fought,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBWRU9pMXhPUkFxMjhqeDd6Wl9tOUdoYkR4a0FYczIxaVpPY3RiUVB1SGlLcjRxc1hfOXpZZmVoTGYtbmotMmxIcDBLN0FUdGF1OVRVZHJVb05lWlVyVDd5Q2xyMA?oc=5,brent,Reuters
2015-11-12,Nmas 1 Dinamia to sell 70.6 pct of its unit for 57.2 mln euros,https://news.google.com/rss/articles/CBMitgFBVV95cUxOMHpmbXNJQmVqS2psNEFpdGplN1JMX2xPTS0xYXpNNjVRUWtKOFdhU3c1NTByTWI5b0ZvMkN3OU1TSjg1cUNpaFRvQ3N5emhCd2RzcVNKbWpZRS13a2pxalE4dDVtNXp3cVJLZzJHQzJmUVdjQUZuOXJ2YU1VeDJja2w4VkhlZDZ3UVk0OW1ySEFWVEhhMUQxTTlYS1FzX0JrWVE4bnQyOVVwNzFKNG81eWhTT2c4Zw?oc=5,brent,Reuters
2015-11-09,"TSX hits a five-week low; energy, financials fall",https://news.google.com/rss/articles/CBMid0FVX3lxTE5GMy1QU0xicHJfWjJqV0pJRW91dWplUFFVM19uMlpmNEwtYnNoM0gzc0lETkdBYUk1MlpQWGticUkyQXNzRHJzMGhNVlhUbEhtNk5OYlhSYk1jckI5clNSZzRaZXN1UGhWeF9zYkVNOTJpcGlzMUhj?oc=5,brent,Reuters
2015-11-09,Tanker ship futures market booms as rates rally,https://news.google.com/rss/articles/CBMirwFBVV95cUxPc1ZuN0dUY19mclgxMEhvVm1KOVltM011eUZBQ1A3cTlzUEJOcG9vbHdSWlBFY1NOS0puNXB6OWFpU25PaWM2el9uWEh6WHVuQXdJRHRBbnU1WGU0ZGhyaENyMDBZeDZ4UXA3S2xRRHhxeTlLaHBuM1lKTjdHak1vVS1JcWg1U2pYQ2gzNHcweVlCQ0ZWRHl0S0Y3b3JiemItRWRGSi1ORjU3S19CZ2xr?oc=5,brent,Reuters
2015-11-08,U.S. drone crashes in Kuwait - Kuwaiti defence ministry,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQZk1wZDBCU0ZaRDdpWGxvM016d0RwdEptY0hMRlRVZUE0NkZOSy1fMlBSb0xXMmNnZmcweUtqYkI0U2pEeXZ3cG9Kb0hwMjFWMVR2ODl2Rjg4clk0VGNuaFYyT3lXNmQzam1NV3lQNzY5Z1NWek9ILWpNanF6M3Z3ZWJaRkFGN0E3aU96Tk94ejR0OWh3SEE4eXBZNEZvSklfOVJZU0V2cGNudw?oc=5,brent,Reuters
2015-11-05,Pimco managing director Wendy Cupps to retire after 21 years,https://news.google.com/rss/articles/CBMivwFBVV95cUxQb3NrR2lTZHk1RVVZUzYyQkU5cS03clVRVDF0NEQyYU9aQnBqaS1KbHVrYTlvOGFaUmZtYlQzWW9zbGlSdnFac3pPSFJxRWtnZXhvRUlzOU1ZaTFVWUp3NF9lTks5TGJhOGx5TERfaG5WX0dFNDQ2aWEzc0c5WWRtUjc4Y21udWhmYjZjdjh1S2pXa2JrTUJXcEotZ0VvanpEQTExdERPeGpKbXM4Zjl3eTZHZ3MxTU1MMTdEMlVGTQ?oc=5,brent,Reuters
2015-11-02,Muere de cáncer el actor y político republicano Fred Thompson,https://news.google.com/rss/articles/CBMitwFBVV95cUxPc1k1T21XMFd5UE9mQm1TS1NHQ24zS0NxeGJCMktEcXd4WEcxdUppbmZ2WDdTT2NoVFFOWl9wandRQ2J3WDNocUducW1YWW4tUkc1MmZzcUJsSnpOUzJzeWlDR215ZmRsS2dIUTh4WXQycmZBU3JTOEFQNlp4bzJpNkhQVFpkeWJ0U01hR21BWkRPSmI3dm1CTW0zMzlHLXRnWm1pNmdtV0pQc0NhZjYyb2k5NWszNmM?oc=5,brent,Reuters
2015-10-30,Hong Kong yuan deposits fall 8.5 pct to 895.4 bln yuan in Sept,https://news.google.com/rss/articles/CBMitgFBVV95cUxOTlA5MUVjOWxBX0pjTEF5cUY1ZnVaeF9fYThxNVJLQ0paYkd1X2N4c0xzZ1JGUjA2RzFJLThNXzZtNlVoejRqQkx1cjVYT0ZZdGNUR0NtQjAwWU0wWnFrSWRpSHNTcVBubUJldTVPWlJzc3RvWjhocTRjOWNLREdCN2pkeWVEb1dSWEtFNU5pX3RYczJYNlRwWjQyczYxZ0tOd0FDSzBrQWtUNjcyRlVndjlfNHQtZw?oc=5,brent,Reuters
2015-10-29,HBM Healthcare Investments H1 net loss of CHF 107.2 mln,https://news.google.com/rss/articles/CBMirgFBVV95cUxNTk9WbkFuWlE1OTFyY0tiaThtZkxuTzFCZ29lNnNJS0VWa1c2aXJJdmQwSWFDbk12Umw4ckZkMGFTU05RMndxZmc5aXdocUFfSm80SHc0QTFIUXZ4Q2hQWWZ1VEg2Z1plYWVWc1VuNzl3VE1zRlJHUk93cGhzN2hhRFFXdmlLU2oyS1JQMWtHRXd3S2ZLZHc5NDFFZktYdE1vWDJCMnhucTRjWHZteVE?oc=5,brent,Reuters
2015-10-22,Russia's Sberbank has created 100 pct provisions for Transaero debt - CFO,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQQXEwaEZpdUZheFVEYWNfWGIxQlE2N2RCdE1aNDQ4bWhBTnlLMDVmVzQtMXo0TUV0dkdfSDRZOXhLZG9taGJwY2N5VUF5YWdGZ29YYVJKMnk3bE5TcGhKRW1VZ0Z6WjZUZnU4alZfOXRlTm5VeU5hdkVzLUVFaFJ1ZVFwcnItd2tKLS1ibFk1SF85MzdaazdSYTNpWTZqNmpxVjdkRVhpTjZ6VjNNTmg2ZWoyal9jRmMtb2JYZjNLWm16U00?oc=5,brent,Reuters
2015-10-19,North Sea Buzzard oilfield ramping up after outage,https://news.google.com/rss/articles/CBMipgFBVV95cUxOUVFYaUVhNFJmQ0NTdmJmV3pOT2tfcUtVelliNlJoSXhUcjFfZ2J1LS16ZkFfV0NQUVMxbFpPNmFSR2pXTk11UnhNanhBSzVydEtlNnpycndiWnZBZUNMV2U5VW9iR0g4WVlSSXJYQ0dCWVBoUTBKMWRLcnJpQk9VRDFGRWFKLXFFN09FczFHaUdRbEItS1JENVFFUUROREotS0gtU3NB?oc=5,brent,Reuters
2015-10-19,Hedge funds trim oil shorts as market starts to rebalance: Kemp,https://news.google.com/rss/articles/CBMijAFBVV95cUxNOGtDTXNObUdKdXJ1Ynh0RVJnbVV2NjhyaHdsV3B2RElWNGZkV25JTmRuZnNKc2hSSVlubmxNZklvYjR3TWNXZE5QakRScnFNdmlKSDRTbmt4V2NsaW9EMy1ZcGtWckwweENGd2NQWi1YeVQ5OERxOENLUlE5R0d6S3lhRml6VTdVRFRQRQ?oc=5,wti,Reuters
2015-10-18,Indian banks' refinancing with RBI falls to 18.04 bln rupees,https://news.google.com/rss/articles/CBMiswFBVV95cUxNUktvSHdDNWRzRkJoWnRrOHp5ckFCeW96aHNTMF84X2JhNXE3M0Z3LUtGU0s2QWw2N0k5ckstRTZHNEl3Tmlyc3ZfeUtDeUFyTk9KMnBuSVY1SjVNeHlpQm96M0UzX2dhdDdqbW5uNG5mMG1GU05UX1BCbzNVSzhyV3JCQzJoY0k5UXVnWWpITlBIQlhkMkplU2RkZVZ6cEZERmxJYnJNOG9UVjFsRFZydFRUaw?oc=5,brent,Reuters
2015-10-18,Israel economy to grow 2.5 percent in 2015: statistics bureau,https://news.google.com/rss/articles/CBMitgFBVV95cUxOWDgzWHo1eTBuYjVuMWpvM1BFMUpPQXVFal9yemxRRmRDVkIxRW5SOFRWNmJuNU9GNGpZQnpGejZMUm5OMVBjbGRIN0I2bGF3RHBOZFg2a29CZk9tVEVaVWZibE4yNnZ1aVRPYmY3VU1PVXhXSEwxa242N2ZaTXdVaEN6WUVWaHdDN3FHVVNWUF81TG5sc2M3SkFUVnFTWndUbzk4OFFDbWVTNkpvSldNUFZUV0puZw?oc=5,brent,Reuters
2015-10-15,Oil slides for 4th day on big build in U.S. crude stocks,https://news.google.com/rss/articles/CBMirwFBVV95cUxOZXp1Q2RuSWNTQUZxMEpmM09pU3cwY096N3Z6QkhnTHIwMFFOZ2RNTzVQOFYwemNMbm56Qnl2T3liNGxvT2FTLWduMng1cExCN2hZekd5WG10YjNwR0RxN0lmY0NpZTRiQ2tKUF9LZ2pDdHZ2b1pWLVJrVDlGbllfZHNOOVlkb1hRRmU4VU1MZlJOQlkzN3lNSHR6czFfSXh3bDcxeVItanFVRF9STGdN?oc=5,brent,Reuters
2015-10-13,Taiwan index slips as technology heavyweights fall,https://news.google.com/rss/articles/CBMiekFVX3lxTE9RUG93djYtcXJHWnM4ZkwwTjhHbjFSWHNmc2Q5eXV2WlptS0l6YmVrbGZDeHY3UExXclFIU3hRRG1WY2JmMHlvRnV6clRWekhNUmhzaUVmeHQ4WTktT3BwQk9zSm1qX2xxU1hRaG5PN3NZcG5ZZnF0QWtB?oc=5,brent,Reuters
2015-10-12,Qatar's QNB says holds preliminary talks to buy Turkey's Finansbank,https://news.google.com/rss/articles/CBMivAFBVV95cUxOcVlTYURXWXNldEtTVlVQUjRMdXo1UWlSX2RZRVNxQVFtOFhsQjRGbkRBRVp1b0d3eFRldXRpbDJOMmlLay1pczc5Y1JrY1BPX0lzeG9pNGJmZWNGRkZrMGZ1akVydTMyYm1GTDRBWGtNaFhwcHVHc1l3ejBJSkNfUDBESmlPQXRhRlpLRmpRZ0dBemNtMnBaTGx6c1lOTFhWN1p5SmpnLUZ4VmpscXNwcFU5b3doMHpBQll2TQ?oc=5,brent,Reuters
2015-10-06,Airbus says no longer in discussions with Bombardier,https://news.google.com/rss/articles/CBMioAFBVV95cUxPZk1paVNneXhBTy1zaFdTZHV2M093NFlXV3dKbkhEVFg1amh3QS1NdHFDX1pSb3FNa0YzdGI0UHVEbUpRWFZxT2s0ajRMYnNGeWZMN0RlZmJJb1pYT3Nta25zRmlRc2M0eTFmcUpuUzIwaFprMHB4VXRtcC1EbXJtQVZwNkNJMVBZTzR6eVYwWmpXTFhtZjJHUDk2RjlDMzV2?oc=5,brent,Reuters
2015-10-02,"Oil fall 1 percent as U.S. data soft, storm threat recedes",https://news.google.com/rss/articles/CBMisAFBVV95cUxPY1NESktYMlNOZXhjLTNoc1gyb2pseTlNUlRyRENWaFNSMTE0d3haYkhZU1l5d1ZNVVc2cXhMaUR4bGg4bEVCVjUyUlJqNjdGQ1VPTFl5M2IzUV9uOS1uNkVHbXI1a3gyT0VkQ0UwMmpSR0UxNlNuNDNpMDRBNE5DZTQwN2ZuZUZwWktnNGgzSXhBb0pRcHJZU3g1YVFiaV9sbDZYaTJqMnZCelZmaWlhZw?oc=5,brent,Reuters
2015-10-01,"Oil down as U.S. storm worries fade, killing early rally",https://news.google.com/rss/articles/CBMirgFBVV95cUxOVWszQTYybThEUmdnX2ltVkFXM1dsZmlsU09uV3FvVllOejByS2pkYTNUQ2JVTzVaTUQxdlVVNEhSRE1ySEk4YnJyVkJOSlFJN0VqN0IyUjZXdkRlX0VoUVRaNnRTSlczdHhzQThXLVY3TS1iakFudGNrZWlmQkJ5d2hZWkNhelpHajVwdDhneFJFN1U4Rmo3WDVxRGt0NVBoTUJxTS1BaXBDZUsyTXc?oc=5,brent,Reuters
2015-09-30,BM&FBovespa hones governance framework for Brazil state firms,https://news.google.com/rss/articles/CBMitgFBVV95cUxQcVNTOW9Ed1ZKdzc1WlpZZlAwcWZlUGtac1VCMzlmMFVzb0Q0dXVwUURrQ3p4VzRIQzlpc3dOZ0U4YjJEa01taVpyVEplNVoxdWVnYnIzTzZjRm5HaG0tYXNaX2JoV2d5VXJhYUUzcm5FazFMX254ZVJCTWZDTllkRTBYSUJWeEw1SmxzaHJta29YXzNmdTA5dU5GR3o2QUFELUtsVkwtN2pMWXM3bjdpQTNpeDFHdw?oc=5,brent,Reuters
2015-09-28,Fonciére Des Régions SA indirectly increases stake in Berlin IV to 5.18 pct,https://news.google.com/rss/articles/CBMixgFBVV95cUxNRXl1UUpxTDdia19NczdoS3l4WmNOTE1scGVkUi1HM3NFd0FobENvZ1JVT0tQQndHbWlNb1ZWZWRvS1lycVA2WUhSbExZSGthU2RaWG9zS2pZM2duSEpzU25TTDg1S2lPdF9zSVg5SFBCcjhtMGNfb0g5MHJvNUFUQ3lxeFk2UFJBT1dLQ0NXZFZBS3liMUd6UnBoZmhLOGNxUGI1bzY0YzN5dUFtdVFkb096V2xhUGZDUzZ6QnFwU2lhUjd4RHc?oc=5,brent,Reuters
2015-09-20,"""Maze Runner 2"" supera a ""Black Mass"" en la taquilla de EEUU",https://news.google.com/rss/articles/CBMiswFBVV95cUxQRTNBRzdMMVlRaE9TRHlxVlZuRGNzSC1seFplcmFKM29DQjduZHdTamxua2RhWWNMUTVlRnVVT0IyY0lLWmJoRDVyampOQ3lvOXpjOFBhdWVWWlpIMkR3c3Y2c3FrdXhZX0s0TTlPcV81R1pQTE8zdm9QUWljS0RBM0J1TGpVTHJGR1RrbHU3YXNudnVtNlJCVy1uOTVfVm9QWWZ5TWJoTzFMS0llLXVTSVdXSQ?oc=5,brent,Reuters
2015-09-16,Morgan Stanley unveils new digital sign at Times Square headquarters,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPbXhxZ1hPNXRqS2pfT1ZLZURMSmM3MGdjT3dsSEVKVTNGN1Fqem43MHRFQmUzS2d5aC1NYm45YlVwTEUwTUM4Wm0yN2NNUE0yZDhMSmowaFV4YUx0YnNTVG41ano3N1psdzhzSFNyT3FPUGk3MzgxQTZzTUlwbkM1SU9OR2VYR2VqOXlFZFFjRGgyWG1JWkltNjRoM1NoTkNXdlhnQmRtbUMzZGVtSHZUbTFiZHlsc2VnZkpzNkxOc2Zmdw?oc=5,brent,Reuters
2015-09-07,Australia's Woodside approaches Oil Search with $8 bln bid,https://news.google.com/rss/articles/CBMisgFBVV95cUxPNHFXM0FNOG5rc21LOXlYVkRkeDc3cGpKRWgyY3B3eFBxUVpVOTNYVU1Idmx5elItQ1R0OFhNMzhpcUkzb0l5cVNJT21JYjdteHB3eklfVmxJQ3NLMmJNQ0JXMHdjdGJjbUt2Z0FnbWlZZXg2OTNERnotNzRpdUdxcW1zaUpTVnZmeTJCSUFtX2k5QjJZOHVOLThYSXJhbHY5aXJtcXQ2aHRyVUVWQVlMcWNB?oc=5,brent,Reuters
2015-09-04,Canada's Emera to buy Teco Energy for $6.44 bln to expand in US,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOS1pEdlVFQjJ5ZFB6YzNLR0ZiT0p4U1g1M1cxY0MtelNrRUhqenNJZ1JkYUJ5Ty1tLV9oZGhmQkFPdHhZNGptR0NPdENlM29DV3E0Y2tvVmQtZkJneW9xZ042MkJjVkhuVlFRQV9YVzFobGk1dXRsdm5FMDlVOTBTcUlMM0s4TnE1VnhyUl94Nm84Z1JqVWpJbC04MFdRM1EySFg1SmI0LXlqRVNUd1NyZkd4VWVqLUpSdFFINUNUYnBTRzg?oc=5,brent,Reuters
2015-09-01,Obama: Shrinking Exit Glacier a powerful sign of warming climate,https://news.google.com/rss/articles/CBMiywFBVV95cUxNMU1VLWZLUkU5djU4TVI5eFU5QzhsQWpSaGxMcXIyQ29iMzRMN3ZjTVkxNTlkQTZSbXhpUkNxdENHeS15TkJUSDFPbm5tVW1KVUZ0ZDJhQTZwU1pBa2NmcHlpbS16aDJKd3kzaktnd2RlcUxDUjE3dW9Da2kyNFZpSUZGNlVvMEhfcS1hUXlQekstazBha3M2TWdDeVVKYjk4ZjJvM3ZiWWp5WDFMSUcwUlJ2Q3ZKNXdaQXFnaGg5aFVhOEZTc0lYTUNCRQ?oc=5,brent,Reuters
2015-08-28,Euroinvestor.com H1 pre-tax profit up at DKK 7.9 mln,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPbGFsc2xYcTdZdTU4elRfSzNiYnFmY2pWd2xXM0Y0ZERZYWl0bTlJSnFCY2FCcjNpb2FRUmRxLVV2Mjh0eS0wRUR4QUxWUURXSk9ydHVTS2lWeDVMWG1pVEIwTDhKdjhhVG1SU3RJRnExOExSb0lmVWxVcmwtRVNldzQ5dnlPMUo4bTktZ1hXVHo0djg1YU1mZFhvVHhhZmtjejRNUXk5Znc?oc=5,brent,Reuters
2015-08-28,Consilium Q2 EBITDA up 51 pct to SEK 57.6 million,https://news.google.com/rss/articles/CBMipgFBVV95cUxPSjllaW9TOGFJT2dBdjExZGZSR1BfM2hQY0VFcHY1MEUtRFNYQm5ubDJYVVBSRHpSWG9xWjNlYXdfWmpEdno0TkdtcnFZZ2EzYlRnLU9jNHN3QjlkeVJ2ZlNsVldlaHNETGRiNEtOZ2E0ME9kZWlOZ2dwZGFjaTNqVGpiTDhVUkp6UHhxT01NcHcxSXZGVmpBZ3RDNV9hdHZHU0s5bjFn?oc=5,brent,Reuters
2015-08-28,"Gasto del consumidor de EEUU sube en julio, ingresos personales también aumentan",https://news.google.com/rss/articles/CBMizwFBVV95cUxQN3hvQWJhaVAxRTNYckhza2lQaUNlWGpLYUVLNHhPSWNWMjhEbjZRUWR6Y2UzdlFBMUNDLUhNTkl3cmg2ZGpHSW9hYk9jd2NmeGtiRXBKTUxycURDZXVhU0VfQlJmZVpTUTJHckxzTlZBbU41bkdjR2JDLWt1WHhRQUpGNU5obGhadmlpN3lQRGtueG90ZHdCaUJLWXp1UUhDdU1qSWVMVWlxMWlxOUh1bzB4bE43TTRuaVZGXzNqQzY1WnRJYUFRYm5vUk50TkU?oc=5,brent,Reuters
2015-08-27,Beijing Electronic Zone's H1 net profit down 90.5 pct,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQeDhJNWNoY0JPTTRqYXd5VGlQWnpvalRLN3lHUnpvR3U0N2drOFJmVU5rY3NHWVhsb3VpVExIMzhhd3FMcEtxOG9rdTlORVJXOHNuWWpGQ0I3UUM2RllWNHRzUHVqY1czeUpQa3NRSVhTdXU1SUp0SC1CSEY1M1NMekpMSWdLV1RHWmFlaVVpNl9DN0VpMjhFUnVSaGRYbm94R3Ytbno2djJkZw?oc=5,brent,Reuters
2015-08-26,PEH Wertpapier H1 EBITDA after minorities up 107.8 pct at EUR 3.9 mln,https://news.google.com/rss/articles/CBMivwFBVV95cUxONDVyeGFDdGZoRFJzOXV6cGFia1VNOTZUN1l1eTg5OTdpS3pHcjhadlVuWnJUbXNjekRhSmVaZ0JtZ2o0SFc5UURISnlaSnB2TEU3WE9DR1RGZWFjTFBEMllpczJMRlNVNDNjX29LVXhmYmhBZzh0eXVvWXpzMDhBTFA4Wlo4YU5zQVlxclhkUk5SWVpnWkFCQjZscVRTS01pTm1IeUxiRVd0YmZRazIwRXFpRFVQZnBnVEo4dGVzcw?oc=5,brent,Reuters
2015-08-23,Amlin H1 pretax profit 143.3 mln stg vs 148.5 mln stg,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOUjQyTFFud0w0TVFHYjJZZ0JuVjJIdFE2NHF1ZGRpdzNkaVJuNjZENWkwb1FSTjkzRGRlaGFLUnl6N1BHZ1NFMlJsbXh3b3NvM194SXFZS05Cckdtajl4YWpCZ0txRWhuT0NUZmw0MFBZOTFHeWsxQWJhZVhGV3FRZFF3ZDFWYWdZOWlzLU9YSV9TeEo5UVhUWU90b2Y2ck9PZmdsdHRaaTg0Zw?oc=5,brent,Reuters
